Main Author ID,Author Name,H-Index,I-Index,Two-Year Mean Citedness,Institution,Country Code,Publication Year,Co-Author ID,Co-Author Display Name,Co-Author Counts,Sum Max Cited By Percentile Year,Avg Max Cited By Percentile Year
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1997,A5006604264,Paul Schimmel,1,92.3,92.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1997,A5026856074,Lluı́s Ribas de Pouplana,1,92.3,92.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1997,A5049607491,Xiaoyu Shen,1,92.3,92.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1997,A5078901494,S.K. Nair,1,92.3,92.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1997,A5044628951,Anthony Avruch,1,92.3,92.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1998,A5026856074,Brian A. Steer,1,95.2,95.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1998,A5031775805,Paul Schimmel,1,95.2,95.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1998,A5087718038,Lluı́s Ribas de Pouplana,1,95.2,95.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,1999,A5026856074,Paul Schimmel,1,90.1,90.1
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2001,A5026856074,Paul Schimmel,2,190.4,95.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5026856074,Hilde De Reuse,1,96.8,96.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5017159836,Paul Schimmel,1,96.8,96.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5085199338,Tamara L. Hendrickson,1,95.8,95.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5087191671,Duncan E. McRee,1,95.8,95.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5044643694,Lluı́s Ribas de Pouplana,1,96.8,96.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5004096613,Stéphane Skouloubris,1,95.8,95.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5002688120,Francella J. Otero,1,96.8,96.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2003,A5031224600,R.J. Skene,1,96.8,96.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2004,A5026856074,Paul Schimmel,1,94.7,94.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2004,A5020850116,Kirk Beebe,1,94.7,94.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2004,A5022516031,Lluı́s Ribas de Pouplana,1,94.7,94.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2004,A5089317388,Eve Merriman,1,91.5,91.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2007,A5026856074,Paul Schimmel,1,73.9,73.9
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2008,A5049669217,Thomas Jones,1,85.2,85.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2008,A5089317388,Lluı́s Ribas de Pouplana,1,85.2,85.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2008,A5059119998,Rebecca W. Alexander,1,85.2,85.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2008,A5025478299,Cassidy L. Brown,1,85.2,85.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2009,A5037502644,Modesto Orozco,1,83,83
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2009,A5057919353,Manuel Castro de Moura,1,83,83
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2009,A5006399866,Lluı́s Ribas de Pouplana,1,83,83
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2010,A5029739793,Tanit Guitart,1,91.6,91.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2010,A5083509881,Thomas Stratmann,1,91.6,91.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2010,A5082094371,Teresa Leon Bernardo,1,91.6,91.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2010,A5011686366,Lluı́s Ribas de Pouplana,1,91.6,91.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2010,A5036851511,Jordi Bernués,1,91.6,91.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2012,A5057919353,Lluı́s Ribas de Pouplana,1,99.8,99.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2013,A5056563866,Denisa D. Mateus,1,84.7,84.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2013,A5007769448,Yaiza Español,1,84.7,84.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2013,A5061650196,Thomas Jones,1,84.7,84.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2013,A5049669217,Lluı́s Ribas de Pouplana,1,88.5,88.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2013,A5019391065,Rebecca W. Alexander,1,84.7,84.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2013,A5031099677,João A. Paredes,1,84.7,84.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2013,A5025478299,Gabriela Moura,1,88.5,88.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2014,A5069825617,David Piñeyro,1,99.2,99.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2014,A5079060361,Liudmila Filonava,1,99.2,99.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2014,A5069952051,Eduard Batlle,1,99.2,99.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2014,A5034109599,Lluı́s Ribas de Pouplana,1,99.2,99.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2014,A5073653946,Adrián Gabriel Torres,1,99.2,99.2
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5069825617,David Piñeyro,1,98.8,98.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5055183049,Hiroaki Suga,1,95.3,95.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5025008009,Marta Rodríguez-Escribà,1,98.8,98.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5058688721,Liudmila Filonava,2,187.2,93.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5079060361,Ziwei Liu,1,98.8,98.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5060076105,Karin Musier‐Forsyth,2,187.2,93.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5069952051,Oscar Vargas-Rodriguez,1,98.8,98.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5076041217,Eduard Batlle,2,186.6,93.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5017224243,Lluı́s Ribas de Pouplana,2,187.2,93.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5017431278,Stefanie Lange,1,98.8,98.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5057919353,Yuki Goto,2,187.2,93.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5049506879,Adrián Gabriel Torres,2,187.2,93.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5087287749,Oscar Reina,1,91.9,91.9
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5017280619,Adelaïde Saint-Léger,1,98.8,98.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2015,A5073653946,Noelia Camacho,1,98.8,98.8
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2017,A5018607362,Lluı́s Ribas de Pouplana,1,97.6,97.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2017,A5031956025,Xavier Grau‐Bové,1,97.6,97.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2017,A5032598524,Adrián Gabriel Torres,2,189.4,94.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2017,A5073653946,Iñaki Ruiz‐Trillo,2,189.4,94.7
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5018607362,Thomas F. Wulff,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5067885240,Marina Raboteg,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5025008009,Albert Bordons,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5031956025,Lluı́s Ribas de Pouplana,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5032598524,Xavier Grau‐Bové,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5082520513,Adrián Gabriel Torres,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5034719614,Iñaki Ruiz‐Trillo,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5087605581,Helena Roura Frigolé,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5052401666,Noelia Camacho,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2018,A5073653946,Andrea Herencia-Ropero,1,96.3,96.3
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2021,A5060555066,Enric Ros,1,94.6,94.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2021,A5073653946,Adrián Gabriel Torres,1,94.6,94.6
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5083338870,Alfredo Torres‐Larios,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5053947046,Paul Schimmel,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5080720316,Ingrid Vallee,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5057723387,Loren Dean Williams,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5025008009,Aureliano Bonsembiante,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5026856074,Bernhard Kuhle,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5048675619,Lluı́s Ribas de Pouplana,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5092704975,Anton S. Petrov,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5042761851,Claudia Álvarez-Carreño,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5044327019,Marcelino Arciniega,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5085148550,Ulrich Eckhard,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5048002391,Marco Igor Valencia‐Sánchez,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5045739288,Bastiaan de Potter,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5090644342,Luís Filipe Costa Póvoas,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5067399385,A. Pons,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5023079125,Adriana Hernández‐González,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5027826203,F. Xavier Gomis‐Rüth,1,87.5,87.5
A5054899545,Lluı́s Ribas de Pouplana,34,74,3.285714286,Institute for Research in Biomedicine,ES,2023,A5068884244,Xiang-Lei Yang,1,87.5,87.5
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,1998,A5040191803,P. Sorba,1,94.7,94.7
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,1998,A5065729524,L. Frappat,1,94.7,94.7
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,1999,A5040191803,P. Sorba,1,83.6,83.6
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,1999,A5065729524,L. Frappat,1,83.6,83.6
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2000,A5040191803,P. Sorba,2,139,69.5
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2000,A5065729524,L. Frappat,2,139,69.5
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2001,A5052003831,P. Sorba,1,79.6,79.6
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2001,A5086742506,L. Frappat,1,63.1,63.1
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2001,A5040191803,A. Sciarrino,5,380.7,76.14
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2001,A5065729524,Maria Luisa Chiusano,5,380.7,76.14
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2002,A5040191803,P. Sorba,3,205.3,68.43333333
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2002,A5065729524,L. Frappat,3,205.3,68.43333333
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2003,A5040191803,P. Sorba,1,76.9,76.9
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2003,A5065729524,A. Sciarrino,1,76.9,76.9
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2011,A5040191803,P. Sorba,1,70.7,70.7
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2012,A5040191803,P. Sorba,1,86.3,86.3
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2013,A5040191803,P. Sorba,1,85.7,85.7
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2014,A5040191803,P. Sorba,2,154.5,77.25
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2016,A5040191803,Diego Cocurullo,1,78.1,78.1
A5018947507,A. Sciarrino,13,17,0,INFN Sezione di Napoli,IT,2016,A5008189538,P. Sorba,1,72.4,72.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,1998,A5086682384,S. Cebrat,1,87.5,87.5
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,1998,A5062373284,Mirosław R. Dudek,1,87.5,87.5
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2003,A5029344714,Maria Kowalczuk,1,74.6,74.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2003,A5069801362,Natalia Polak,1,74.6,74.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2003,A5077204196,Małgorzata Dudkiewicz,1,74.6,74.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2003,A5088765826,S. Cebrat,1,74.6,74.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2003,A5086682384,Aleksandra Nowicka,1,74.6,74.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2003,A5062373284,Dorota Mackiewicz,1,74.6,74.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2003,A5006347582,Mirosław R. Dudek,1,74.6,74.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5029344714,Maria Kowalczuk,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5069801362,Natalia Polak,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5077204196,Małgorzata Dudkiewicz,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5020280301,S. Cebrat,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5088765826,Aleksandra Nowicka,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5086682384,Joanna Banaszak,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5062373284,Dorota Mackiewicz,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2005,A5006347582,Mirosław R. Dudek,1,88.1,88.1
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2009,A5086682384,Dorota Mackiewicz,1,80.2,80.2
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2010,A5086682384,Dorota Mackiewicz,1,81.4,81.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2010,A5067824517,Paweł Błażej,1,81.4,81.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2016,A5030570703,Dorota Mackiewicz,1,96.8,96.8
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2016,A5067824517,Paweł Błażej,1,96.8,96.8
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2017,A5030570703,Dorota Mackiewicz,1,93.6,93.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2017,A5067824517,Paweł Błażej,1,93.6,93.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2018,A5006478569,Małgorzata Wnętrzak,1,85.5,85.5
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2018,A5030570703,Aloqalaa Da,4,366.4,91.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2018,A5067824517,Paweł Błażej,4,366.4,91.6
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2018,A5087467109,Małgorzata Wnȩtrzak,1,85.5,85.5
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2018,A5002308171,Kowalski Dr,2,193.4,96.7
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2019,A5069894588,Paweł Błażej,1,95.7,95.7
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2019,A5030570703,Przemysław Gagat,3,257.8,85.93333333
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2019,A5067824517,Małgorzata Wnȩtrzak,3,257.8,85.93333333
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2019,A5002308171,Dorota Mackiewicz,2,162.1,81.05
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2020,A5067757151,Kuba Nowak,1,75.4,75.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2020,A5080318892,Dariusz R. Kowalski,1,75.4,75.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2020,A5019167940,Paweł Błażej,1,68.2,68.2
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2020,A5030570703,Daniyah A. Aloqalaa,3,229.3,76.43333333
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2020,A5067824517,Małgorzata Wnȩtrzak,3,229.3,76.43333333
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2020,A5002308171,Dorota Mackiewicz,1,85.7,85.7
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2021,A5019167940,Kuba Nowak,3,207.8,69.26666667
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2021,A5030570703,Paweł Błażej,4,287.5,71.875
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2021,A5067824517,Małgorzata Wnȩtrzak,4,287.5,71.875
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2021,A5053020185,Dorota Mackiewicz,1,79.7,79.7
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2021,A5002308171,Paweł Mackiewicz,2,146.1,73.05
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2022,A5067757151,Dorota Mackiewicz,1,86.4,86.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2022,A5080318892,Paweł Błażej,1,86.4,86.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2022,A5030570703,Daniyah A. Aloqalaa,1,86.4,86.4
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2022,A5067824517,Małgorzata Wnȩtrzak,2,167.6,83.8
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2022,A5053020185,Dariusz R. Kowalski,1,81.2,81.2
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2022,A5002308171,Paweł Mackiewicz,1,81.2,81.2
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2023,A5002308171,Dorota Mackiewicz,1,87.5,87.5
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2023,A5053020185,Paweł Mackiewicz,1,87.5,87.5
A5055946764,Dorota Mackiewicz,21,39,0.5,University of Wrocław,PL,2023,A5067824517,Konrad Pawlak,1,87.5,87.5
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2001,A5071118456,Peter G. Schultz,1,100,100
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2001,A5066008654,Lei Wang,3,297.6,99.2
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2001,A5051043510,Ansgar Brock,1,100,100
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5066008654,David S. King,5,495.5,99.1
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5024235566,and Ansgar Brock,1,97.4,97.4
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5077915220,Jason W. Chin,2,199.7,99.85
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5036290395,Andrew Martin,3,298.5,99.5
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5079218238,Zhiwen Zhang,2,198.7,99.35
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5051043510,Lei Wang,1,99.6,99.6
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5052720916,Peter G. Schultz,2,199.7,99.85
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5071118456,Brad Herberich,1,98.8,98.8
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2002,A5006206807,Ansgar Brock,1,99.6,99.6
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2003,A5066008654,David S. King,2,198.1,99.05
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2003,A5078908625,Andrew Martin,1,99.3,99.3
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2003,A5006206807,Zhiwen Zhang,1,98.8,98.8
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2003,A5017277973,Lei Wang,1,98.8,98.8
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2003,A5058730002,Janet S. Anderson,1,98.8,98.8
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2003,A5030006041,Peter G. Schultz,1,99.3,99.3
A5015623537,Lei Wang,42,60,2.545454545,Institute of Zoology,CN,2003,A5036290395,Charles Cho,1,99.3,99.3
